Top100,Name,Pos,Org,Age,H,W,B,T,Hit,Pitch Sel,Bat Ctrl,Game,Raw,Spd,Fld,FB Type,FB,SL,CB,CH,CMD,RPM FB,RPM Break,Sits,Tops,FV,playerId
,Elmer Rodriguez-Cruz,SIRP,BOS,18.9666666,"6' 3""",160,R,R,,,,,,,,Tail,40 / 55,,40 / 50,30 / 50,20 / 45,,,89-92,94,35+,sa3019459
,Will Ethridge,SP,COL,24.6277777,"6' 5""",220,R,R,,,,,,,,Tail,40 / 40,45 / 50,,50 / 50,35 / 60,2200,2150,90-95,96,35+,sa3011337
,Victor Munoz,SP,TBR,21.6138888,"6' 4""",195,R,R,,,,,,,,Sink,45 / 50,,45 / 50,45 / 50,35 / 50,2200,2250,90-93,95,35+,sa3006381
,Durbin Feltman,SIRP,BOS,25.3,"6' 1""",208,R,R,,,,,,,,Rise,55 / 55,55 / 55,45 / 50,,35 / 40,2300,2350,92-95,96,35+,sa3007959
,Julian Fernandez,SIRP,COL,26.6694444,"6' 6""",233,R,R,,,,,,,,Rise,70 / 70,,,45 / 45,20 / 20,2450,,98-101,103,35+,18341
,Zach King,SP,MIA,24.2666666,"6' 6""",228,L,L,,,,,,,,Sink/Tail,40 / 40,55 / 55,,45 / 50,40 / 50,,,90-92,94,35+,sa3011592
,Hunter Barnhart,SP,TBR,20.4777777,"6' 2""",195,R,R,,,,,,,,Sink,40 / 50,,50 / 55,30 / 45,30 / 45,,,88-92,94,35+,sa3014467
,Luis Vizcaino,SP,MIA,21.075,"6' 4""",200,R,R,,,,,,,,,40 / 45,,60 / 70,,30 / 50,,,90-94,95,35+,sa3011812
,Reidis Sena,SIRP,BOS,21.3305555,"5' 10""",160,R,R,,,,,,,,,55 / 60,40 / 50,,,20 / 35,,,94-97,98,35+,sa3009626
,Andrew Nardi,MIRP,MIA,23.9666666,"6' 3""",201,L,L,,,,,,,,Rise/Tail,50 / 50,55 / 55,,45 / 50,45 / 55,,,92-94,95,35+,25942
,Josh Roberson,SIRP,TBR,26.2333333,"6' 3""",175,R,R,,,,,,,,,50 / 55,55 / 60,,40 / 45,40 / 45,2300,2500,90-93,95,35+,sa3007721
,Yoniel Curet,SP,TBR,19.7583333,"6' 2""",190,R,R,,,,,,,,,45 / 50,30 / 50,45 / 50,30 / 50,20 / 50,2350,2500,92-95,96,35+,sa3015446
,Dylan Spacke,SIRP,BOS,24.4027777,"6' 0""",194,R,R,,,,,,,,Tail,45 / 45,60 / 60,,40 / 45,50 / 50,2050,2550,90-94,95,35+,sa3010812
,Evan Reifert,SIRP,TBR,23.2277777,"6' 4""",190,R,R,,,,,,,,Rise/Tail,55 / 60,60 / 70,,,20 / 30,2450,2750,94-97,98,35+,sa3014860
,Wyatt Olds,SIRP,BOS,23.0027777,"6' 0""",183,R,R,,,,,,,,Rise/Tail,50 / 55,55 / 60,,,30 / 40,,,92-95,96,35+,sa3017539
,Justin Sterner,SIRP,TBR,25.9361111,"6' 1""",215,R,R,,,,,,,,Rise,50 / 55,60 / 60,,,55 / 55,2300,2650,90-94,96,35+,sa3014864
,Evan Fitterer,SP,MIA,22.1111111,"6' 3""",192,R,R,,,,,,,,,45 / 50,45 / 50,50 / 55,40 / 50,35 / 45,2350,2550,90-92,94,35+,sa3011433
,Chris Muller,SIRP,TBR,26.2888888,"6' 5""",210,R,R,,,,,,,,Rise,55 / 55,50 / 50,,,30 / 35,2450,2400,94-97,99,35+,sa3006811
,Will Stewart,MIRP,MIA,25.0611111,"6' 1""",180,L,L,,,,,,,,Tail,40 / 40,55 / 55,,45 / 50,50 / 50,2000,2650,87-89,91,35+,sa875247
,Josh White,MIRP,MIA,21.7,"6' 1""",205,R,R,,,,,,,,Rise,50 / 55,50 / 55,45 / 50,30 / 40,30 / 40,,,92-95,97,35+,
,Zach McCambley,MIRP,MIA,23.2861111,"6' 2""",220,L,R,,,,,,,,Sink,30 / 30,,70 / 70,40 / 45,30 / 45,2500,2700,89-93,95,35+,sa3014478
,Luis Palacios,SP,MIA,22.0972222,"6' 2""",160,L,L,,,,,,,,,30 / 40,45 / 50,,50 / 55,45 / 60,2150,2350,85-87,89,35+,sa3003021
,Linse Carvajal,SIRP,TBR,23.6694444,"6' 2""",170,R,R,,,,,,,,Tail,60 / 60,50 / 55,,,40 / 45,,,94-97,98,35+,sa3016841
,Alexander Alberto,SP,TBR,20.7611111,"6' 8""",190,R,R,,,,,,,,,30 / 50,40 / 55,,,30 / 40,,,90-92,95,35+,sa3015986
,Cade Halemanu,SIRP,TBR,21.9916666,"6' 4""",215,R,R,,,,,,,,Rise,50 / 55,,45 / 50,55 / 60,30 / 40,,,91-94,96,35+,
,Neraldo Catalina,SIRP,TBR,22.125,"6' 6""",202,R,R,,,,,,,,Tail,65 / 70,45 / 55,,,30 / 35,2350,2400,97-99,100,35+,sa1172730
,Joel Peguero,SIRP,TBR,25.2527777,"5' 11""",160,R,R,,,,,,,,Tail,70 / 70,55 / 60,,,35 / 40,2300,2400,93-97,98,35+,sa917689
,Angel De Jesus,SIRP,DET,25.4805555,"6' 4""",200,R,R,,,,,,,,Rise/Tail,70 / 70,55 / 60,,,30 / 30,2300,2400,94-96,97,35+,22323
,Franklin Perez,SP,DET,24.6666666,"6' 3""",197,R,R,,,,,,,,Rise,40 / 50,50 / 60,45 / 50,55 / 60,40 / 50,2050,2550,87-90,91,35+,sa873722
,Tyler Mattison,SIRP,DET,22.9194444,"6' 4""",235,R,R,,,,,,,,Rise,50 / 55,,55 / 60,,30 / 40,,,92-95,100,35+,sa3018117
,Keider Montero,SIRP,DET,22.0833333,"6' 1""",175,R,R,,,,,,,,Rise,50 / 55,,45 / 55,40 / 45,35 / 45,2300,3000,93-95,96,35+,sa3002956
,Alec Bettinger,SP,MIL,27.0638888,"6' 2""",210,R,R,,,,,,,,Rise,45 / 45,,50 / 55,,50 / 55,,,89-92,94,35+,20312
,Edwin Jimenez,SP,MIL,20.65,"6' 3""",215,R,R,,,,,,,,Rise,30 / 45,,55 / 60,40 / 50,25 / 60,,,87-92,94,35+,sa3010800
,Justin Topa,SIRP,MIL,31.4138888,"6' 4""",200,R,R,,,,,,,,Tail,70 / 70,60 / 60,,,30 / 30,2100,2650,96-98,100,35+,15145
,Victor Castaneda,MIRP,MIL,23.9416666,"6' 1""",185,R,R,,,,,,,,Sink,45 / 45,,45 / 45,55 / 55,40 / 40,2250,2650,91-94,95,35+,sa978399
,Richard Gallardo,SP,CHC,20.9166666,"6' 1""",187,R,R,,,,,,,,Sink,45 / 45,,45 / 45,50 / 55,35 / 55,2150,2350,89-93,94,35+,sa3009990
,Eury Ramos,SIRP,CHC,24.8222222,"6' 4""",235,R,R,,,,,,,,Rise/Cut,60 / 60,,,55 / 55,30 / 35,2350,,95-99,100,35+,sa873729
,Nick Bennett,MIRP,MIL,24.9305555,"6' 4""",210,L,L,,,,,,,,Rise,45 / 45,60 / 60,,45 / 45,35 / 40,2300,2500,90-92,93,35+,sa3011410
,Blake Cederlind,SIRP,PIT,26.5888888,"6' 4""",215,R,R,,,,,,,,Sink,60 / 60,50 / 50,,,30 / 35,2150,2000,96-98,100,35+,20344
,Yovanny Cruz,SP,CHC,22.9527777,"6' 1""",190,R,R,,,,,,,,Sink/Tail,65 / 70,45 / 50,,50 / 60,30 / 45,1900,2100,97-99,100,35+,sa3002951
,Owen Kellington,SP,PIT,19.5027777,"6' 3""",193,R,R,,,,,,,,Rise,40 / 50,,55 / 60,,20 / 50,,,87-90,92,35+,sa3018801
,Riley Thompson,MIRP,CHC,26.075,"6' 3""",205,R,R,,,,,,,,,50 / 55,,55 / 60,45 / 45,40 / 45,2350,3000,92-94,96,35+,sa876287
,Hobie Harris,SIRP,MIL,29.1194444,"6' 3""",200,R,R,,,,,,,,Cut,70 / 70,,,,30 / 35,2250,2350,96-98,101,35+,sa876068
,Kervin Castro,SIRP,CHC,23.4972222,"6' 0""",210,R,R,,,,,,,,Rise,60 / 60,,50 / 55,,30 / 40,2350,2150,93-96,98,35+,21656
,Cam Robinson,SIRP,MIL,22.9166666,"5' 11""",187,R,R,,,,,,,,Rise,55 / 55,,50 / 50,,30 / 35,2400,2650,88-93,94,35+,sa3005216
,Omar Cruz,SP,PIT,23.5277777,"6' 0""",200,L,L,,,,,,,,Sink/Tail,30 / 35,,45 / 45,55 / 60,50 / 60,2250,2300,87-91,93,35+,sa3006971
,Alexander Vizcaino,SIRP,CHC,25.2055555,"6' 2""",175,R,R,,,,,,,,Tail,60 / 60,50 / 50,,60 / 60,30 / 35,2200,2600,93-97,98,35+,sa920272
,Clayton Andrews,SIRP,MIL,25.5888888,"5' 6""",160,L,L,,,,,,,,Tail,30 / 30,45 / 45,,55 / 60,40 / 50,1950,2500,85-91,93,35+,sa3007226
,Santiago Florez,SIRP,PIT,22.2416666,"6' 5""",222,R,R,,,,,,,,Rise,50 / 60,,50 / 60,,30 / 45,2400,2800,92-94,95,35+,sa3003026
,Jake Latz,SP,TEX,26.3277777,"6' 2""",185,R,L,,,,,,,,Rise,40 / 40,45 / 45,,55 / 55,50 / 55,,,90-94,95,35+,21306
,Ethan Roberts,SIRP,CHC,25.0888888,"5' 10""",180,R,R,,,,,,,,Cut/Rise,55 / 55,,60 / 60,,40 / 50,2750,3100,90-94,95,35+,24930
,Lucas Erceg,SIRP,MIL,27.2638888,"6' 3""",196,L,R,,,,,,,,Tail,60 / 65,55 / 70,,,30 / 40,,,96-99,100,35+,sa872722
,Tahnaj Thomas,SIRP,PIT,23.1388888,"6' 4""",190,R,R,,,,,,,,Rise,60 / 65,45 / 50,,30 / 40,35 / 60,2300,2400,93-97,99,35+,sa3003066
,Parker Mushinski,SIRP,HOU,26.7055555,"6' 0""",218,L,L,,,,,,,,Rise,45 / 45,55 / 55,60 / 60,30 / 30,50 / 50,,,91-92,94,35+,21324
,Max Lazar,MIRP,MIL,23.175,"6' 3""",185,R,R,,,,,,,,Rise,40 / 50,,40 / 45,55 / 60,35 / 55,2100,,86-89,91,35+,sa3005163
,JP Massey,SP,PIT,22.3472222,"6' 5""",210,R,R,,,,,,,,Rise/Tail,40 / 50,,50 / 55,35 / 50,30 / 55,,,89-93,96,35+,
,Nick Snyder,SIRP,TEX,26.8222222,"6' 4""",190,R,R,,,,,,,,None,50 / 50,60 / 60,,,40 / 40,,,96-98,100,35+,23493
,Koen Moreno,SP,CHC,21.0138888,"6' 2""",176,R,R,,,,,,,,,40 / 50,,45 / 50,35 / 50,35 / 55,,,88-92,94,35+,sa3014509
,Eddy Yean,SP,PIT,21.1138888,"6' 1""",205,R,R,,,,,,,,Tail,50 / 60,50 / 55,,45 / 50,25 / 50,2300,2350,93-96,98,35+,sa3006543
,Lucas Jacobsen,SIRP,TEX,27.0972222,"6' 5""",190,L,L,,,,,,,,Rise,55 / 55,55 / 55,,,40 / 40,,,95-97,98,35+,sa918634
,Cayne Ueckert,SIRP,CHC,26.1888888,"6' 3""",195,R,R,,,,,,,,Rise,60 / 60,50 / 55,,,30 / 40,2350,2250,95-98,99,35+,sa3010789
,Ricky Vanasco,MIRP,TEX,23.8138888,"6' 3""",180,R,R,,,,,,,,Rise,40 / 55,,45 / 60,,35 / 40,2250,,89-93,98,35+,sa3004863
,Brennan Malone,SP,PIT,21.9111111,"6' 4""",205,R,R,,,,,,,,Sink,50 / 50,50 / 55,50 / 55,40 / 50,35 / 50,2400,2500,92-96,99,35+,sa3011741
,Hever Bueno,SIRP,TEX,27.7027777,"6' 2""",180,R,R,,,,,,,,Rise,50 / 50,55 / 60,,,30 / 35,2300,2600,92-97,99,35+,sa738180
,Anderson Espinoza,SP,CHC,24.4083333,"6' 0""",190,R,R,,,,,,,,Tail,55 / 55,,55 / 55,50 / 55,35 / 45,2050,2550,93-96,97,35+,18593
,Misael Tamarez,MIRP,HOU,22.5555555,"6' 1""",206,R,R,,,,,,,,Cut/Rise,50 / 55,45 / 50,,50 / 55,30 / 40,,,92-94,94,35+,sa3009632
,Edinson Batista,SP,HOU,20.2138888,"6' 2""",185,R,R,,,,,,,,Rise,40 / 45,55 / 60,45 / 50,30 / 40,35 / 60,,,90-94,95,35+,sa3009266
,Hunter Stratton,SIRP,PIT,25.7194444,"6' 4""",225,R,R,,,,,,,,Cut,55 / 55,50 / 50,,,30 / 35,2600,2700,93-97,98,35+,sa3004216
,Josh Gessner,MIRP,TEX,22.1138888,"6' 1""",205,R,R,,,,,,,,Sink/Tail,40 / 40,60 / 60,,,30 / 50,,,92-94,96,35+,sa3011658
,Burl Carraway,SIRP,CHC,23.1916666,"5' 11""",177,L,L,,,,,,,,Rise,65 / 70,,70 / 70,,20 / 30,2450,2650,94-97,98,35+,sa3014495
,Spencer Arrighetti,SIRP,HOU,22.5944444,"6' 2""",186,R,R,,,,,,,,Rise,55 / 55,55 / 60,50 / 50,30 / 40,30 / 40,,,93-95,96,35+,sa3017537
,Trey McGough,SP,PIT,24.3527777,"6' 3""",195,R,R,,,,,,,,Tail,50 / 50,50 / 55,45 / 45,45 / 50,45 / 50,2250,2450,92-94,95,35+,sa1170436
,Daniel Robert,SIRP,TEX,27.9333333,"6' 4""",210,R,R,,,,,,,,Tail,55 / 55,60 / 60,,,35 / 40,2600,2750,94-95,96,35+,sa3009856
,Miguel Ullola,SIRP,HOU,20.1305555,"6' 1""",184,R,R,,,,,,,,Rise,55 / 60,50 / 60,,,30 / 40,,,93-96,97,35+,sa3016504
,Ryder Ryan,SIRP,TEX,27.2361111,"6' 2""",205,R,R,,,,,,,,Sink,55 / 55,,,,40 / 40,,,94-97,98,35+,sa829853
,Ronel Blanco,SIRP,HOU,28.9333333,"6' 0""",210,R,R,,,,,,,,Cut,60 / 60,50 / 50,40 / 40,30 / 30,30 / 30,,,94-97,98,35+,19407
,Jaime Melendez,SIRP,HOU,20.8611111,"5' 8""",190,L,R,,,,,,,,Rise,60 / 60,40 / 45,50 / 50,40 / 50,30 / 40,,,93-95,98,35+,sa3010660
,Fernery Ozuna,SIRP,TEX,26.7416666,"5' 8""",170,R,R,,,,,,,,Tail,55 / 55,45 / 45,,50 / 55,50 / 50,,,92-96,97,35+,sa739259
,Andrew Taylor,SP,HOU,20.8694444,"6' 5""",200,R,R,,,,,,,,Rise,60 / 60,40 / 45,40 / 45,40 / 45,30 / 50,,,89-92,94,35+,
,Scott Engler,SIRP,TEX,25.65,"6' 4""",220,R,R,,,,,,,,,45 / 45,,40 / 40,,40 / 40,,,93-96,97,35+,sa918353
,Alex Santos II,SP,HOU,20.4888888,"6' 4""",194,R,R,,,,,,,,Rise,45 / 55,30 / 50,50 / 55,,25 / 50,,,89-93,95,35+,sa3014684
,Edwar Colina,SIRP,TEX,25.2583333,"5' 11""",240,R,R,,,,,,,,Sink,60 / 60,50 / 55,,40 / 40,40 / 45,2400,2800,94-98,100,35+,20589
,J.P. France,MIRP,HOU,27.3388888,"6' 0""",216,R,R,,,,,,,,Rise,45 / 45,50 / 50,50 / 50,40 / 40,50 / 50,,,91-93,95,35+,sa3008310
,Julio Robaina,MIRP,HOU,21.3694444,"5' 11""",200,L,L,,,,,,,,Cut/Rise,40 / 40,50 / 50,45 / 45,55 / 60,40 / 45,2200,2650,89-92,94,35+,sa3006817
,Sean Mooney,SP,MIN,24.5694444,"6' 1""",200,R,R,,,,,,,,Tail/Rise,40 / 45,55 / 60,,50 / 55,35 / 55,2500,2650,90-92,94,35+,sa3014913
,Kevin Kopps,SIRP,SDP,25.4277777,"6' 0""",200,R,R,,,,,,,,Sink,30 / 30,60 / 60,,,60 / 60,2200,2700,87-92,94,35+,sa3017005
,Jackson Wolf,MIRP,SDP,23.2888888,"6' 7""",200,L,L,,,,,,,,Tail,40 / 45,55 / 60,,,35 / 55,2200,2400,88-92,95,35+,sa3017384
,Cristian Mena,SP,CHW,19.625,"6' 2""",170,R,R,,,,,,,,Rise,30 / 45,,50 / 60,40 / 45,25 / 55,2250,2500,88-92,94,35+,sa3015302
,Jairo Iriarte,MIRP,SDP,20.6416666,"6' 2""",160,R,R,,,,,,,,Tail,45 / 50,55 / 60,,50 / 55,30 / 40,2400,2200,92-94,95,35+,sa3010798
,Kade McClure,SP,CHW,26.4833333,"6' 7""",230,R,R,,,,,,,,Rise,50 / 55,50 / 55,45 / 50,,45 / 50,2300,2550,92-94,95,35+,sa915622
,Christian MacLeod,SP,MIN,22.3166666,"6' 4""",227,L,L,,,,,,,,Rise,30 / 45,,55 / 60,45 / 50,30 / 40,,,87-91,94,35+,sa3018005
,Pedro Avila,SP,SDP,25.5611111,"5' 11""",190,R,R,,,,,,,,Sink,45 / 45,,45 / 45,55 / 55,45 / 45,2200,2750,91-95,96,35+,18864
,Davis Martin,SP,CHW,25.5888888,"6' 2""",200,R,R,,,,,,,,Rise,55 / 55,40 / 45,50 / 50,30 / 30,40 / 45,2300,2550,92-95,97,35+,21448
,Jovani Moran,SIRP,MIN,25.2833333,"6' 1""",180,L,L,,,,,,,,Rise,45 / 45,45 / 45,,70 / 70,40 / 40,2300,2475,90-93,95,35+,20422
,Kyle Tyler,SP,SDP,25.6083333,"6' 0""",185,R,R,,,,,,,,Rise,50 / 50,45 / 50,45 / 45,45 / 45,50 / 50,2150,2200,92-95,96,35+,22092
,Steven Cruz,SIRP,MIN,23.1416666,"6' 7""",225,R,R,,,,,,,,,70 / 70,45 / 50,,,30 / 35,2200,2300,95-99,101,35+,sa3003140
,Ray Kerr,SIRP,SDP,27.9055555,"6' 2""",185,L,L,,,,,,,,Sink,55 / 55,50 / 50,45 / 45,40 / 40,30 / 30,2200,2000,94-97,99,35+,23809
,Andrew Dalquist,SP,CHW,21.7305555,"6' 2""",190,R,R,,,,,,,,Tail,40 / 45,40 / 50,45 / 55,40 / 50,30 / 40,2400,2550,91-93,95,35+,sa3011841
,Francis Peguero,SIRP,MIN,24.9861111,"6' 1""",185,R,R,,,,,,,,Tail,55 / 55,55 / 55,,,40 / 45,2200,2050,94-96,97,35+,sa3005209
,Irv Carter,SP,TOR,19.8277777,"6' 4""",200,R,R,,,,,,,,Rise,40 / 45,50 / 55,,45 / 55,25 / 55,,,91-93,95,35+,sa3019239
,Jonathan Stiever,SP,CHW,25.2333333,"6' 2""",205,R,R,,,,,,,,Sink,45 / 45,45 / 50,45 / 45,40 / 45,50 / 50,2400,2450,93-96,97,35+,24584
,Drew Strotman,SIRP,MIN,25.925,"6' 3""",195,R,R,,,,,,,,Tail,50 / 50,,50 / 55,30 / 40,40 / 45,2150,2400,93-95,97,35+,sa3004584
,Kendry Rojas,SIRP,TOR,19.6944444,"6' 2""",190,L,L,,,,,,,,Rise,45 / 60,,45 / 55,,20 / 45,,,88-92,93,35+,sa3016746
,Jhosmer Alvarez,SIRP,ARI,21.1027777,"6' 1""",195,R,R,,,,,,,,Rise,55 / 60,,40 / 40,,30 / 35,2100,2200,92-96,98,35+,sa3005437
,Gil Luna,MIRP,CHW,23.0194444,"5' 10""",173,L,L,,,,,,,,Tail,50 / 55,,45 / 45,55 / 60,30 / 35,,,91-95,97,35+,sa3017301
,Juan Mendez,SIRP,MIN,23.8,"6' 4""",240,R,R,,,,,,,,Tail,45 / 55,40 / 50,,40 / 45,30 / 40,,,93-95,98,35+,sa3015336
,Chase Walter,SIRP,SDP,24.0277777,"6' 7""",260,R,R,,,,,,,,,55 / 55,50 / 55,,,30 / 40,,,94-96,98,35+,sa3015112
,Chad Dallas,MIRP,TOR,22.1111111,"5' 11""",206,R,R,,,,,,,,Rise,40 / 45,60 / 70,50 / 50,40 / 45,30 / 40,2250,2650,88-92,95,35+,sa3018180
,Hunter Schryver,SIRP,CHW,27.3416666,"6' 1""",205,L,L,,,,,,,,Rise,50 / 55,50 / 55,,,45 / 50,2400,1050,90-93,94,35+,sa873263
,Brayan Medina,SP,MIN,19.8333333,"6' 2""",180,R,R,,,,,,,,,45 / 55,,45 / 55,30 / 45,30 / 45,,,91-92,94,35+,sa3014705
,Jake Rice,SIRP,ARI,25.0472222,"6' 1""",220,L,L,,,,,,,,Rise,45 / 60,45 / 50,,,30 / 50,2250,2150,91-94,96,35+,sa3017593
,Tanner McDougal,SP,CHW,19.3416666,"6' 5""",210,R,R,,,,,,,,Sink,40 / 50,40 / 50,,40 / 50,20 / 50,,,90-92,94,35+,sa3017471
,Angel Felipe,SIRP,SDP,24.9333333,"6' 5""",225,R,R,,,,,,,,,60 / 60,55 / 60,,,20 / 20,,,94-97,98,35+,sa881181
,Kyle Nelson,MIRP,ARI,26.0777777,"6' 1""",175,L,L,,,,,,,,Rise,40 / 45,50 / 60,,,40 / 40,2150,2650,89-91,93,35+,20515
,Yoan Aybar,SIRP,CHW,25.0916666,"6' 2""",165,L,L,,,,,,,,Rise,60 / 60,50 / 55,,,30 / 35,2150,2450,93-96,98,35+,sa829086
,Tobias Myers,SP,CHW,24.0027777,"6' 0""",193,R,R,,,,,,,,Rise,45 / 45,,45 / 50,50 / 50,50 / 50,2300,2450,87-93,96,35+,sa918088
,Mitchell Stumpo,SIRP,ARI,26.1361111,"6' 2""",205,R,R,,,,,,,,Rise,50 / 55,50 / 55,,,30 / 35,2350,2200,93-96,98,35+,sa3011585
,Trent Palmer,MIRP,TOR,23.3416666,"6' 1""",230,R,R,,,,,,,,Sink/Tail,40 / 45,50 / 50,,60 / 60,30 / 40,,,90-93,94,35+,sa3014491
,Spencer Giesting,MIRP,ARI,21.0944444,"6' 4""",200,L,L,,,,,,,,Rise,40 / 50,55 / 60,,30 / 40,30 / 50,,,88-92,95,35+,
,Levi Kelly,MIRP,ARI,23.2277777,"6' 4""",205,R,R,,,,,,,,Rise,45 / 50,60 / 70,50 / 50,,20 / 35,2250,2500,90-94,96,35+,sa3008500
,Justin Martinez,MIRP,ARI,21.0166666,"6' 3""",180,R,R,,,,,,,,Tail,55 / 65,45 / 50,,40 / 50,30 / 40,2350,2300,92-96,98,35+,sa3005864
,Yaifer Perdomo,SIRP,ARI,20.9722222,"5' 10""",160,L,L,,,,,,,,Rise,40 / 60,,40 / 50,,30 / 50,2100,2300,88-92,95,35+,sa3009484
,Graham Spraker,SIRP,TOR,27.3805555,"6' 3""",200,R,R,,,,,,,,Rise,60 / 60,,,,40 / 40,2350,2400,93-95,96,35+,sa3004024
,Jackson Rees,SIRP,TOR,28.0166666,"6' 4""",210,R,R,,,,,,,,Sink,50 / 50,,70 / 70,,30 / 30,2350,2750,91-94,95,35+,sa3007818
,Adam Kloffenstein,SP,TOR,21.9472222,"6' 5""",243,R,R,,,,,,,,Sink,45 / 50,50 / 55,40 / 45,40 / 50,30 / 50,2000,2300,88-92,94,35+,sa3008578
,Nate Savino,SP,ARI,20.5333333,"6' 3""",210,L,L,,,,,,,,Tail,35 / 45,45 / 55,,30 / 45,30 / 50,,,88-92,94,35+,
,Jacob Steinmetz,SP,ARI,19.0472222,"6' 5""",220,R,R,,,,,,,,Rise/Tail,40 / 50,,45 / 55,30 / 45,20 / 50,,,87-92,94,35+,sa3017976
,Ryan Weiss,MIRP,ARI,25.6555555,"6' 4""",210,R,R,,,,,,,,Rise/Tail,50 / 55,55 / 55,40 / 40,40 / 40,50 / 50,2250,2100,93-95,96,35+,sa3007778
,Christian Montes De Oca,SIRP,ARI,22.9333333,"6' 4""",230,R,R,,,,,,,,Rise,50 / 50,50 / 55,,45 / 50,30 / 50,,,93-95,97,35+,sa3018207
,Eric Cerantola,SIRP,KCR,22.2611111,"6' 5""",222,R,R,,,,,,,,Tail,55 / 60,55 / 60,,45 / 55,30 / 40,2300,3000,92-95,97,35+,sa3017914
,Will Klein,SIRP,KCR,22.6888888,"6' 5""",230,R,R,,,,,,,,Rise,60 / 60,,55 / 60,,30 / 35,2150,2600,95-98,100,35+,sa3014487
,William Fleming,SP,KCR,23.4166666,"6' 6""",200,R,R,,,,,,,,None,40 / 45,55 / 60,,30 / 40,35 / 55,,,93-95,97,35+,sa3017314
,Prelander Berroa,SIRP,SEA,22.3,"5' 11""",170,R,R,,,,,,,,Tail,55 / 60,50 / 50,,30 / 40,30 / 40,2400,2400,92-96,98,35+,sa3005069
,A.J. Block,SIRP,KCR,24.3055555,"6' 5""",218,L,L,,,,,,,,Tail,30 / 30,60 / 60,,50 / 55,30 / 45,2300,2400,87-92,93,35+,sa3014916
,Penn Murfee,SIRP,SEA,28.2611111,"6' 2""",195,R,R,,,,,,,,Tail,30 / 30,50 / 50,,,60 / 60,,,88-91,92,35+,25174
,Samuel Valerio,SIRP,KCR,20.8277777,"6' 4""",220,R,R,,,,,,,,Tail,60 / 60,,40 / 45,45 / 50,30 / 45,2400,2250,94-97,99,35+,sa3009220
,Jimmy Joyce,SIRP,SEA,23.5638888,"6' 2""",210,R,R,,,,,,,,Rise/Run,40 / 50,40 / 45,,55 / 60,30 / 50,,,91-93,94,35+,sa3016914
,Grant Hartwig,SIRP,NYM,24.6333333,"6' 5""",235,R,R,,,,,,,,Sink,45 / 45,60 / 60,,40 / 45,40 / 50,,,92-94,95,35+,sa3017599
,Kasey Kalich,SIRP,KCR,24.2805555,"6' 3""",220,R,R,,,,,,,,Rise/Tail,60 / 60,55 / 55,,,30 / 35,2500,2350,91-95,97,35+,sa1169633
,Christian Scott,SP,NYM,23.1416666,"6' 4""",215,R,R,,,,,,,,Rise/Tail,50 / 50,55 / 60,,30 / 40,30 / 45,,,93-95,96,35+,sa3017948
,Riley O'Brien,SIRP,SEA,27.5,"6' 4""",190,R,R,,,,,,,,Tail,40 / 40,,55 / 60,,45 / 50,2300,2600,92-95,97,35+,20348
,Anderson Paulino,SIRP,KCR,23.9,"6' 2""",200,R,R,,,,,,,,Sink/Tail,60 / 60,50 / 55,,,40 / 40,2200,2300,95-97,98,35+,sa3007991
,Bryce Montes de Oca,SIRP,NYM,26.2861111,"6' 7""",265,R,R,,,,,,,,Tail,70 / 70,60 / 60,,,30 / 30,,,96-99,102,35+,sa3014843
,Tyler Stuart,SIRP,NYM,22.8277777,"6' 9""",250,R,R,,,,,,,,Sink,55 / 55,45 / 55,,40 / 50,30 / 40,,,92-96,98,35+,
,Yeury Tatiz,SIRP,SEA,21.7055555,"6' 3""",175,R,R,,,,,,,,,50 / 55,50 / 55,,30 / 40,30 / 40,,,92-95,96,35+,sa3005812
,Junior Santos,SIRP,NYM,20.9722222,"6' 8""",240,R,R,,,,,,,,Sink/Tail,60 / 60,45 / 50,,40 / 45,30 / 40,2350,2150,93-95,98,35+,sa3005470
,Tyler Cleveland,MIRP,SEA,21.5972222,"6' 3""",185,R,R,,,,,,,,Tail,20 / 45,55 / 60,,35 / 50,35 / 60,,,83-86,90,35+,
,Robert Dominguez,SP,NYM,20.6833333,"6' 5""",225,R,R,,,,,,,,,55 / 60,,50 / 60,40 / 45,20 / 50,,,93-96,99,35+,sa3014694
,Natanael Garabitos,SIRP,SEA,22.0055555,"6' 0""",185,R,R,,,,,,,,,60 / 60,50 / 55,,,20 / 35,,,94-98,100,35+,sa3011099
,Anthony Veneziano,SIRP,KCR,24.9305555,"6' 5""",205,L,L,,,,,,,,Tail,50 / 55,,,50 / 55,20 / 30,,,94-96,97,35+,sa1115745
,Raimon Gomez,SIRP,NYM,20.9166666,"6' 2""",230,R,R,,,,,,,,Tail,60 / 60,50 / 55,,40 / 50,30 / 40,,,94-97,99,35+,sa3017645
,Bryan Woo,SIRP,SEA,22.5166666,"6' 2""",205,R,R,,,,,,,,,50 / 60,30 / 40,,20 / 50,30 / 40,,,93-96,98,35+,sa3018290
,Mack Anglin,SIRP,KCR,22.0861111,"6' 4""",220,R,R,,,,,,,,Tail/Sink,50 / 55,65 / 70,,30 / 40,30 / 35,2600,3050,92-97,99,35+,
,Zach Haake,SIRP,KCR,25.8277777,"6' 4""",186,R,R,,,,,,,,Sink,50 / 50,55 / 55,,40 / 45,30 / 35,2400,2400,92-95,97,35+,sa3008523
