Name,Top100,Pos,Class,Org,Age,H,W,B,T,Hit,Game,Raw,Spd,Fld,Arm,FB,SL,CB,CH,CMD,Bio.Class,Ht,Wt,Pos.Class
J.P. France,NA,MIRP,Pitcher,HOU,27,50,60,R,R,NA,NA,NA,NA,NA,NA,50,50,50,40,50,Pitcher,"6' 0""",216,RP
J.T. Ginn,NA,SP,Pitcher,OAK,23,60,60,R,R,NA,NA,NA,NA,NA,NA,60,60,NA,50,55,Pitcher,"6' 2""",200,SP
Jace Jung,NA,2B,Position,DET,22,50,60,L,L,60,60,60,40,40,45,NA,NA,NA,NA,NA,Position,"6' 0""",200,MI
Jack Kochanowicz,NA,SP,Pitcher,LAA,21,70,60,R,R,NA,NA,NA,NA,NA,NA,50,50,60,50,50,Pitcher,"6' 6""",207,SP
Jack Leftwich,NA,SP,Pitcher,CLE,24,60,70,R,R,NA,NA,NA,NA,NA,NA,50,60,NA,50,50,Pitcher,"6' 4""",220,SP
Jack Leiter,29,SP,Pitcher,TEX,22,50,60,R,R,NA,NA,NA,NA,NA,NA,60,60,60,60,50,Pitcher,"6' 1""",205,SP
Jack Weisenburger,NA,SIRP,Pitcher,OAK,25,60,70,R,R,NA,NA,NA,NA,NA,NA,60,70,NA,NA,35,Pitcher,"6' 3""",220,RP
Jackson Chourio,5,CF,Position,MIL,18,50,40,R,R,50,60,70,70,60,40,NA,NA,NA,NA,NA,Position,"6' 1""",165,OF
Jackson Cox,NA,SP,Pitcher,COL,19,50,50,R,R,NA,NA,NA,NA,NA,NA,50,NA,70,50,50,Pitcher,"6' 1""",185,SP
Jackson Ferris,NA,SIRP,Pitcher,CHC,18,60,50,L,L,NA,NA,NA,NA,NA,NA,60,NA,60,60,45,Pitcher,"6' 4""",190,RP
Jackson Glenn,NA,2B,Position,PIT,24,40,60,R,R,50,40,50,40,50,40,NA,NA,NA,NA,NA,Position,"5' 9""",205,MI
Jackson Holliday,17,SS,Position,BAL,18,50,50,L,R,60,60,60,50,50,55,NA,NA,NA,NA,NA,Position,"6' 1""",180,MI
Jackson Jobe,58,SP,Pitcher,DET,20,60,50,R,R,NA,NA,NA,NA,NA,NA,60,70,50,60,55,Pitcher,"6' 2""",190,SP
Jackson Merrill,22,SS,Position,SDP,19,60,50,L,R,60,40,50,50,60,55,NA,NA,NA,NA,NA,Position,"6' 2""",180,MI
Jackson Miller,NA,C,Catcher,CIN,20,50,50,L,R,40,40,50,30,50,50,NA,NA,NA,NA,NA,Position,"6' 0""",195,C
Jackson Rees,NA,SIRP,Pitcher,TOR,28,60,60,R,R,NA,NA,NA,NA,NA,NA,50,NA,70,NA,30,Pitcher,"6' 4""",210,RP
Jackson Rutledge,NA,SIRP,Pitcher,WSN,23,80,80,R,R,NA,NA,NA,NA,NA,NA,70,60,50,50,40,Pitcher,"6' 8""",245,RP
Jackson Wolf,NA,MIRP,Pitcher,SDP,23,80,60,L,L,NA,NA,NA,NA,NA,NA,50,60,NA,NA,55,Pitcher,"6' 7""",200,RP
Jacob Amaya,NA,SS,Position,LAD,24,50,50,R,R,50,30,40,60,60,50,NA,NA,NA,NA,NA,Position,"6' 0""",180,MI
Jacob Berry,102,DH,Position,MIA,21,50,60,S,R,60,60,60,50,30,50,NA,NA,NA,NA,NA,Position,"6' 0""",212,DH
Jacob Melton,NA,CF,Position,HOU,22,60,60,L,L,40,50,60,60,50,40,NA,NA,NA,NA,NA,Position,"6' 3""",208,OF
Jacob Miller,NA,SP,Pitcher,MIA,19,60,50,R,R,NA,NA,NA,NA,NA,NA,50,60,60,50,50,Pitcher,"6' 2""",180,SP
Jacob Misiorowski,NA,SP,Pitcher,MIL,20,80,50,R,R,NA,NA,NA,NA,NA,NA,70,60,NA,50,45,Pitcher,"6' 7""",185,SP
Jacob Steinmetz,NA,SP,Pitcher,ARI,19,70,70,R,R,NA,NA,NA,NA,NA,NA,50,NA,60,50,50,Pitcher,"6' 5""",220,SP
Jacob Wallace,NA,SIRP,Pitcher,BOS,24,50,50,R,R,NA,NA,NA,NA,NA,NA,60,60,NA,60,40,Pitcher,"6' 1""",190,RP
Jacob Watters,NA,SIRP,Pitcher,OAK,21,60,70,R,R,NA,NA,NA,NA,NA,NA,60,NA,60,NA,35,Pitcher,"6' 4""",230,RP
Jacob Zibin,NA,SP,Pitcher,CLE,17,60,60,R,R,NA,NA,NA,NA,NA,NA,50,60,NA,50,50,Pitcher,"6' 4""",218,SP
Jaden Hill,NA,MIRP,Pitcher,COL,22,60,60,R,R,NA,NA,NA,NA,NA,NA,60,50,50,70,40,Pitcher,"6' 4""",215,RP
Jadiel Sanchez,NA,RF,Position,LAA,21,60,50,S,R,50,40,50,50,60,55,NA,NA,NA,NA,NA,Position,"6' 2""",185,OF
Jaime Melendez,NA,SIRP,Pitcher,HOU,21,30,50,L,R,NA,NA,NA,NA,NA,NA,60,50,50,50,40,Pitcher,"5' 8""",190,RP
Jairo Iriarte,NA,MIRP,Pitcher,SDP,20,60,40,R,R,NA,NA,NA,NA,NA,NA,50,60,NA,60,40,Pitcher,"6' 2""",160,RP
Jairo Pomares,NA,RF,Position,SFG,22,50,50,L,R,50,50,60,50,50,50,NA,NA,NA,NA,NA,Position,"6' 1""",185,OF
Jairo Solis,NA,SIRP,Pitcher,HOU,22,60,60,R,R,NA,NA,NA,NA,NA,NA,60,50,60,60,40,Pitcher,"6' 2""",205,RP
Jaison Chourio,NA,RF,Position,CLE,17,60,40,S,R,60,50,50,50,50,50,NA,NA,NA,NA,NA,Position,"6' 2""",165,OF
Jake Alu,NA,3B,Position,WSN,25,40,50,L,R,60,40,50,40,50,45,NA,NA,NA,NA,NA,Position,"5' 10""",175,CI
Jake Bennett,NA,SP,Pitcher,WSN,21,70,70,L,L,NA,NA,NA,NA,NA,NA,50,50,NA,60,55,Pitcher,"6' 6""",234,SP
Jake Eder,NA,SIRP,Pitcher,MIA,24,60,60,L,L,NA,NA,NA,NA,NA,NA,60,70,NA,50,40,Pitcher,"6' 4""",215,RP
Jake Fox,NA,SS,Position,CLE,19,50,50,L,R,60,40,50,50,50,45,NA,NA,NA,NA,NA,Position,"6' 0""",185,MI
Jake Irvin,NA,SP,Pitcher,WSN,25,70,70,R,R,NA,NA,NA,NA,NA,NA,50,60,NA,50,60,Pitcher,"6' 6""",225,SP
Jake Latz,NA,SP,Pitcher,TEX,26,60,50,R,L,NA,NA,NA,NA,NA,NA,40,50,NA,60,55,Pitcher,"6' 2""",185,SP
Jake Madden,NA,SIRP,Pitcher,LAA,20,60,50,R,R,NA,NA,NA,NA,NA,NA,60,50,NA,60,45,Pitcher,"6' 4""",175,RP
Jake Rice,NA,SIRP,Pitcher,ARI,25,50,70,L,L,NA,NA,NA,NA,NA,NA,60,50,NA,NA,50,Pitcher,"6' 1""",220,RP
Jake Walsh,NA,SIRP,Pitcher,STL,27,50,50,R,R,NA,NA,NA,NA,NA,NA,60,NA,60,40,40,Pitcher,"6' 1""",192,RP
Jamari Baylor,NA,2B,Position,PHI,22,40,50,R,R,40,50,60,60,50,55,NA,NA,NA,NA,NA,Position,"5' 11""",193,MI
James Beard,NA,CF,Position,CHW,22,50,50,R,R,40,40,50,80,70,40,NA,NA,NA,NA,NA,Position,"6' 0""",190,OF
James McArthur,NA,SIRP,Pitcher,PHI,25,70,70,R,R,NA,NA,NA,NA,NA,NA,60,NA,60,40,45,Pitcher,"6' 5""",230,RP
James Outman,NA,CF,Position,LAD,25,60,60,L,R,40,50,60,60,50,55,NA,NA,NA,NA,NA,Position,"6' 3""",215,OF
James Triantos,91,2B,Position,CHC,19,50,50,R,R,70,60,50,50,50,40,NA,NA,NA,NA,NA,Position,"6' 0""",190,MI
James Wood,9,CF,Position,WSN,20,80,80,L,L,60,60,70,50,60,40,NA,NA,NA,NA,NA,Position,"6' 7""",240,OF
Janson Junk,NA,SP,Pitcher,LAA,26,50,50,R,R,NA,NA,NA,NA,NA,NA,50,60,50,NA,60,Pitcher,"6' 1""",177,SP
Jared Jones,NA,SP,Pitcher,PIT,21,50,50,R,R,NA,NA,NA,NA,NA,NA,60,60,60,50,45,Pitcher,"6' 1""",180,SP
Jared Kelley,NA,SIRP,Pitcher,CHW,21,60,70,R,R,NA,NA,NA,NA,NA,NA,60,40,NA,70,50,Pitcher,"6' 2""",225,RP
Jared McKenzie,NA,CF,Position,WSN,21,50,50,L,L,60,50,50,60,50,40,NA,NA,NA,NA,NA,Position,"6' 0""",185,OF
Jared Oliva,NA,CF,Position,PIT,26,60,60,R,R,40,50,60,60,50,50,NA,NA,NA,NA,NA,Position,"6' 2""",205,OF
Jared Shuster,NA,SP,Pitcher,ATL,24,60,60,L,L,NA,NA,NA,NA,NA,NA,50,50,NA,60,60,Pitcher,"6' 3""",210,SP
Jared Solomon,NA,SIRP,Pitcher,CIN,25,60,50,R,R,NA,NA,NA,NA,NA,NA,60,NA,NA,60,45,Pitcher,"6' 2""",192,RP
Jared Triolo,NA,3B,Position,PIT,24,60,60,R,R,50,50,50,50,60,55,NA,NA,NA,NA,NA,Position,"6' 3""",212,CI
Jarlin Susana,NA,SP,Pitcher,WSN,18,70,70,R,R,NA,NA,NA,NA,NA,NA,70,60,NA,50,45,Pitcher,"6' 6""",230,SP
Jasseel De La Cruz,NA,SIRP,Pitcher,ATL,25,50,50,R,R,NA,NA,NA,NA,NA,NA,60,60,NA,40,30,Pitcher,"6' 1""",175,RP
Jasson Dominguez,46,CF,Position,NYY,19,40,60,S,R,50,60,60,60,50,60,NA,NA,NA,NA,NA,Position,"5' 11""",215,OF
Javi Rivera,NA,SP,Pitcher,CIN,22,50,50,R,R,NA,NA,NA,NA,NA,NA,50,NA,50,50,50,Pitcher,"6' 1""",195,SP
Javier Sanoja,NA,SS,Position,MIA,20,40,30,R,R,60,30,30,60,50,35,NA,NA,NA,NA,NA,Position,"5' 9""",150,MI
Javier Santos,NA,SP,Pitcher,CLE,19,50,50,L,R,NA,NA,NA,NA,NA,NA,60,NA,60,NA,45,Pitcher,"6' 0""",190,SP
Jay Allen II,NA,CF,Position,CIN,19,60,50,R,R,40,60,60,60,50,50,NA,NA,NA,NA,NA,Position,"6' 3""",190,OF
Jay Groome,NA,SP,Pitcher,SDP,24,70,80,L,L,NA,NA,NA,NA,NA,NA,50,50,60,50,50,Pitcher,"6' 5""",262,SP
Jayden Murray,NA,SP,Pitcher,HOU,25,50,50,R,R,NA,NA,NA,NA,NA,NA,50,60,NA,50,60,Pitcher,"6' 1""",190,SP
Jean Cabrera,NA,SP,Pitcher,PHI,20,60,40,R,R,NA,NA,NA,NA,NA,NA,60,50,NA,50,45,Pitcher,"6' 4""",155,SP
Jean Pinto,NA,SIRP,Pitcher,BAL,21,40,60,R,R,NA,NA,NA,NA,NA,NA,60,60,NA,50,50,Pitcher,"5' 11""",200,RP
Jeferson Quero,NA,C,Catcher,MIL,20,40,50,R,R,50,60,60,20,60,60,NA,NA,NA,NA,NA,Position,"5' 11""",190,C
Jeff Criswell,NA,MIRP,Pitcher,OAK,23,60,60,R,R,NA,NA,NA,NA,NA,NA,60,60,50,50,40,Pitcher,"6' 4""",206,RP
Jerar Encarnacion,NA,DH,Position,MIA,24,70,80,R,R,40,50,60,30,20,55,NA,NA,NA,NA,NA,Position,"6' 5""",240,DH
Jeremiah Jackson,NA,SS,Position,LAA,22,50,50,R,R,40,60,60,60,50,55,NA,NA,NA,NA,NA,Position,"6' 0""",175,MI
Jeremy De La Rosa,NA,CF,Position,WSN,20,50,60,L,L,40,60,60,60,60,55,NA,NA,NA,NA,NA,Position,"6' 1""",215,OF
Jeremy Wu-Yelland,NA,SIRP,Pitcher,BOS,23,60,60,L,L,NA,NA,NA,NA,NA,NA,60,60,50,50,35,Pitcher,"6' 2""",210,RP
Jesse Franklin V,NA,CF,Position,ATL,23,50,60,L,L,50,50,60,50,50,40,NA,NA,NA,NA,NA,Position,"6' 1""",215,OF
Jesus Cruz,NA,SIRP,Pitcher,ATL,27,50,70,R,R,NA,NA,NA,NA,NA,NA,60,60,NA,50,35,Pitcher,"6' 1""",225,RP
Jesus Galiz,NA,C,Catcher,LAD,18,50,60,R,R,40,40,50,20,60,70,NA,NA,NA,NA,NA,Position,"6' 1""",200,C
Jeter Downs,NA,2B,Position,BOS,24,40,50,R,R,40,50,50,40,50,50,NA,NA,NA,NA,NA,Position,"5' 11""",195,MI
Jett Williams,NA,CF,Position,NYM,18,30,50,R,R,60,50,50,70,60,45,NA,NA,NA,NA,NA,Position,"5' 8""",178,OF
Jhailyn Ortiz,NA,RF,Position,PHI,23,60,80,R,R,40,60,70,30,40,60,NA,NA,NA,NA,NA,Position,"6' 3""",240,OF
Jhonathan Diaz,NA,SP,Pitcher,LAA,26,40,50,L,L,NA,NA,NA,NA,NA,NA,40,60,50,50,50,Pitcher,"5' 11""",190,SP
Jhonkensy Noel,NA,1B,Position,CLE,21,50,50,R,R,40,60,80,20,50,55,NA,NA,NA,NA,NA,Position,"6' 1""",190,CI
Jhonny Piron,NA,CF,Position,TBR,18,60,50,R,R,50,40,50,70,60,55,NA,NA,NA,NA,NA,Position,"6' 2""",175,OF
Jhosmer Alvarez,NA,SIRP,Pitcher,ARI,21,50,50,R,R,NA,NA,NA,NA,NA,NA,60,NA,40,NA,35,Pitcher,"6' 1""",195,RP
Ji Hwan Bae,NA,2B,Position,PIT,23,50,50,L,R,70,30,40,60,50,40,NA,NA,NA,NA,NA,Position,"6' 1""",185,MI
Jimmy Glowenke,NA,2B,Position,SFG,23,40,50,R,R,60,40,50,40,50,50,NA,NA,NA,NA,NA,Position,"5' 10""",175,MI
Jimmy Joyce,NA,SIRP,Pitcher,SEA,23,60,60,R,R,NA,NA,NA,NA,NA,NA,50,50,NA,60,50,Pitcher,"6' 2""",210,RP
JJ Goss,NA,SP,Pitcher,TBR,21,60,50,R,R,NA,NA,NA,NA,NA,NA,50,60,NA,NA,55,Pitcher,"6' 3""",185,SP
Joaquin Tejada,NA,SP,Pitcher,PIT,19,40,40,R,R,NA,NA,NA,NA,NA,NA,50,60,60,NA,50,Pitcher,"5' 11""",160,SP
Joe Boyle,NA,SIRP,Pitcher,CIN,23,80,80,R,R,NA,NA,NA,NA,NA,NA,80,60,NA,NA,30,Pitcher,"6' 7""",240,RP
Joe Elbis,NA,SP,Pitcher,ARI,20,50,30,R,R,NA,NA,NA,NA,NA,NA,50,50,50,60,60,Pitcher,"6' 1""",150,SP
Joe Gray Jr.,NA,RF,Position,MIL,22,60,50,R,R,40,60,60,50,60,55,NA,NA,NA,NA,NA,Position,"6' 3""",195,OF
Joe Lampe,NA,CF,Position,CLE,21,50,50,L,R,50,40,50,70,50,45,NA,NA,NA,NA,NA,Position,"6' 1""",185,OF
Joe Mack,NA,C,Catcher,MIA,19,50,60,L,R,50,50,60,40,50,60,NA,NA,NA,NA,NA,Position,"6' 1""",203,C
Joe Perez,NA,3B,Position,HOU,23,60,60,R,R,40,60,60,40,50,70,NA,NA,NA,NA,NA,Position,"6' 2""",198,CI
Joe Rock,NA,SP,Pitcher,COL,22,70,50,L,L,NA,NA,NA,NA,NA,NA,50,60,NA,60,45,Pitcher,"6' 5""",180,SP
Joel Diaz,NA,SP,Pitcher,NYM,18,50,60,R,R,NA,NA,NA,NA,NA,NA,50,NA,60,50,55,Pitcher,"6' 1""",208,SP
Joel Ibarra,NA,MIRP,Pitcher,LAD,20,50,70,R,R,NA,NA,NA,NA,NA,NA,60,60,NA,50,40,Pitcher,"6' 1""",220,RP
Joel Peguero,NA,SIRP,Pitcher,TBR,25,40,40,R,R,NA,NA,NA,NA,NA,NA,70,60,NA,NA,40,Pitcher,"5' 11""",160,RP
Joey Cantillo,NA,SP,Pitcher,CLE,22,60,70,L,L,NA,NA,NA,NA,NA,NA,40,NA,50,60,55,Pitcher,"6' 4""",220,SP
Joey Estes,NA,SP,Pitcher,OAK,21,60,50,R,R,NA,NA,NA,NA,NA,NA,60,50,NA,60,55,Pitcher,"6' 2""",190,SP
Joey Murray,NA,MIRP,Pitcher,TOR,26,60,50,R,R,NA,NA,NA,NA,NA,NA,50,60,50,50,45,Pitcher,"6' 2""",195,RP
Joey Wentz,NA,SP,Pitcher,DET,25,70,60,L,L,NA,NA,NA,NA,NA,NA,50,50,50,60,55,Pitcher,"6' 5""",209,SP
Joey Wiemer,79,RF,Position,MIL,23,70,60,R,R,40,60,70,50,60,70,NA,NA,NA,NA,NA,Position,"6' 5""",215,OF
Johan Lopez,NA,2B,Position,TBR,22,40,40,R,R,40,40,50,50,50,NA,NA,NA,NA,NA,NA,Position,"5' 10""",167,MI
Johan Rojas,NA,CF,Position,PHI,22,50,40,R,R,60,50,60,70,70,60,NA,NA,NA,NA,NA,Position,"6' 1""",170,OF
John Doxakis,NA,SP,Pitcher,TBR,24,60,60,L,L,NA,NA,NA,NA,NA,NA,30,60,NA,60,70,Pitcher,"6' 4""",215,SP
John McMillon,NA,SIRP,Pitcher,KCR,24,60,70,R,R,NA,NA,NA,NA,NA,NA,70,60,NA,NA,35,Pitcher,"6' 3""",230,RP
John Rhodes,NA,3B,Position,BAL,22,50,60,R,R,40,50,60,50,40,55,NA,NA,NA,NA,NA,Position,"6' 0""",200,CI
Jonatan Clase,NA,CF,Position,SEA,20,30,50,L,R,40,30,50,80,60,45,NA,NA,NA,NA,NA,Position,"5' 8""",175,OF
Jonathan Aranda,72,1B,Position,TBR,24,40,70,L,R,60,50,50,20,30,40,NA,NA,NA,NA,NA,Position,"5' 10""",220,CI
Jonathan Bowlan,NA,SP,Pitcher,KCR,25,70,80,R,R,NA,NA,NA,NA,NA,NA,60,60,NA,50,60,Pitcher,"6' 6""",240,SP
Jonathan Cannon,NA,SP,Pitcher,CHW,22,70,60,R,R,NA,NA,NA,NA,NA,NA,50,60,NA,50,60,Pitcher,"6' 6""",213,SP
Jonathan Mejia,NA,SS,Position,STL,17,50,40,S,R,60,50,50,60,60,50,NA,NA,NA,NA,NA,Position,"6' 0""",160,MI
Jonathan Ornelas,NA,SS,Position,TEX,22,50,40,R,R,50,40,50,60,50,45,NA,NA,NA,NA,NA,Position,"6' 0""",170,MI
Jonathan Stiever,NA,SP,Pitcher,CHW,25,60,60,R,R,NA,NA,NA,NA,NA,NA,50,50,50,50,50,Pitcher,"6' 2""",205,SP
Jonny DeLuca,NA,RF,Position,LAD,24,50,60,R,R,50,40,50,50,50,60,NA,NA,NA,NA,NA,Position,"6' 0""",200,OF
Jorbit Vivas,NA,2B,Position,LAD,21,40,40,L,R,60,40,40,50,50,40,NA,NA,NA,NA,NA,Position,"5' 10""",155,MI
Jordan Balazovic,NA,SP,Pitcher,MIN,24,60,60,R,R,NA,NA,NA,NA,NA,NA,60,60,60,50,55,Pitcher,"6' 4""",215,SP
Jordan Beck,NA,RF,Position,COL,21,60,70,R,R,40,60,60,50,50,50,NA,NA,NA,NA,NA,Position,"6' 3""",225,OF
Jordan Brewer,NA,CF,Position,HOU,25,50,50,R,L,30,50,60,60,50,60,NA,NA,NA,NA,NA,Position,"6' 1""",195,OF
Jordan Diaz,NA,3B,Position,OAK,22,40,50,R,R,60,40,50,30,60,55,NA,NA,NA,NA,NA,Position,"5' 10""",175,CI
Jordan Groshans,NA,3B,Position,MIA,22,60,50,R,R,60,50,50,50,50,60,NA,NA,NA,NA,NA,Position,"6' 4""",190,CI
Jordan Lawlar,42,SS,Position,ARI,20,60,50,R,R,60,50,50,60,60,50,NA,NA,NA,NA,NA,Position,"6' 2""",190,MI
Jordan McCants,NA,SS,Position,MIA,20,50,40,L,R,60,40,50,50,50,45,NA,NA,NA,NA,NA,Position,"6' 1""",160,MI
Jordan Nwogu,NA,CF,Position,CHC,23,60,70,R,R,40,50,60,60,50,45,NA,NA,NA,NA,NA,Position,"6' 3""",235,OF
Jordan Sprinkle,NA,2B,Position,CHW,21,40,50,R,R,60,40,40,60,50,35,NA,NA,NA,NA,NA,Position,"5' 11""",180,MI
Jordan Viars,NA,CF,Position,PHI,19,60,60,L,L,50,50,60,40,60,50,NA,NA,NA,NA,NA,Position,"6' 4""",215,OF
Jordan Walker,8,RF,Position,STL,20,70,70,R,R,50,80,80,40,60,60,NA,NA,NA,NA,NA,Position,"6' 5""",220,OF
Jordan Westburg,NA,2B,Position,BAL,23,60,60,R,R,50,50,50,60,50,45,NA,NA,NA,NA,NA,Position,"6' 3""",203,MI
Jordan Wicks,NA,SP,Pitcher,CHC,23,60,70,L,L,NA,NA,NA,NA,NA,NA,50,50,50,70,60,Pitcher,"6' 3""",220,SP
Jordany Ventura,NA,MIRP,Pitcher,NYM,22,50,40,R,R,NA,NA,NA,NA,NA,NA,60,60,NA,50,50,Pitcher,"6' 0""",165,RP
Jordy Vargas,NA,SP,Pitcher,COL,18,60,40,R,R,NA,NA,NA,NA,NA,NA,60,NA,60,60,55,Pitcher,"6' 3""",153,SP
Jordyn Adams,NA,CF,Position,LAA,22,60,50,R,R,40,50,60,80,60,50,NA,NA,NA,NA,NA,Position,"6' 2""",180,OF
Jorge Barrosa,NA,CF,Position,ARI,21,40,40,S,L,60,30,40,60,50,45,NA,NA,NA,NA,NA,Position,"5' 9""",155,OF
Jorge Gonzalez,NA,SIRP,Pitcher,LAD,20,70,60,R,R,NA,NA,NA,NA,NA,NA,60,60,NA,50,45,Pitcher,"6' 5""",203,RP
Jorge Guzman,NA,SIRP,Pitcher,SFG,26,60,50,R,R,NA,NA,NA,NA,NA,NA,60,60,NA,50,35,Pitcher,"6' 2""",182,RP
Jorge Juan,NA,SP,Pitcher,OAK,23,80,60,R,R,NA,NA,NA,NA,NA,NA,70,60,NA,50,50,Pitcher,"6' 8""",200,SP
Jose A. Ferrer,NA,SIRP,Pitcher,WSN,22,50,60,L,L,NA,NA,NA,NA,NA,NA,60,50,NA,60,55,Pitcher,"6' 1""",215,RP
Jose Butto,NA,SP,Pitcher,NYM,24,50,40,R,R,NA,NA,NA,NA,NA,NA,50,50,NA,60,45,Pitcher,"6' 1""",160,SP
Jose Cruz,NA,SIRP,Pitcher,SFG,22,50,50,R,R,NA,NA,NA,NA,NA,NA,60,NA,NA,60,40,Pitcher,"6' 1""",178,RP
Jose De La Cruz,NA,RF,Position,DET,20,50,60,R,R,40,60,60,30,50,60,NA,NA,NA,NA,NA,Position,"6' 1""",205,OF
Jose Fernandez,NA,SS,Position,ARI,19,60,40,R,R,40,40,50,60,60,60,NA,NA,NA,NA,NA,Position,"6' 3""",165,MI
Jose Hernandez,NA,SIRP,Pitcher,LAD,24,60,60,L,L,NA,NA,NA,NA,NA,NA,60,50,NA,50,40,Pitcher,"6' 3""",205,RP
Jose Herrera,NA,C,Catcher,ARI,25,40,60,S,R,50,30,40,20,50,50,NA,NA,NA,NA,NA,Position,"5' 10""",217,C
Jose Lopez,NA,MIRP,Pitcher,TBR,23,50,60,L,L,NA,NA,NA,NA,NA,NA,60,60,NA,50,40,Pitcher,"6' 1""",200,RP
Jose Marte,NA,SIRP,Pitcher,LAA,26,60,50,R,R,NA,NA,NA,NA,NA,NA,70,60,NA,NA,30,Pitcher,"6' 3""",180,RP
Jose Pena Jr.,NA,SIRP,Pitcher,PHI,19,60,60,R,R,NA,NA,NA,NA,NA,NA,50,NA,60,50,45,Pitcher,"6' 3""",200,RP
Jose Ramos,NA,RF,Position,LAD,21,40,50,R,R,50,60,70,50,60,70,NA,NA,NA,NA,NA,Position,"5' 11""",180,OF
Jose Rodriguez,NA,SS,Position,CHW,21,40,50,R,R,60,40,60,60,50,50,NA,NA,NA,NA,NA,Position,"5' 11""",175,MI
Jose Salas,83,SS,Position,MIA,19,60,50,S,R,60,50,60,50,50,50,NA,NA,NA,NA,NA,Position,"6' 2""",191,MI
Jose Salvador,NA,SIRP,Pitcher,LAA,23,60,40,L,L,NA,NA,NA,NA,NA,NA,60,NA,50,40,40,Pitcher,"6' 2""",170,RP
Jose Soriano,NA,SIRP,Pitcher,LAA,23,60,40,R,R,NA,NA,NA,NA,NA,NA,60,NA,60,40,40,Pitcher,"6' 3""",168,RP
Jose Tena,NA,SS,Position,CLE,21,40,40,L,R,50,50,50,50,60,60,NA,NA,NA,NA,NA,Position,"5' 9""",160,MI
Jose Torres,NA,SS,Position,CIN,23,50,40,R,R,50,40,50,60,60,60,NA,NA,NA,NA,NA,Position,"6' 0""",165,MI
Jose Torres,NA,SS,Position,CIN,23,50,40,R,R,50,40,50,60,60,60,NA,NA,NA,NA,NA,Position,"6' 0""",165,MI
Jose Torres,NA,SS,Position,CIN,23,50,40,R,R,50,40,50,60,60,60,NA,NA,NA,NA,NA,Position,"6' 0""",165,MI
Jose Torres,NA,SS,Position,CIN,23,50,40,R,R,50,40,50,60,60,60,NA,NA,NA,NA,NA,Position,"6' 0""",165,MI
Joseph Hernandez,NA,SP,Pitcher,SEA,22,40,30,R,R,NA,NA,NA,NA,NA,NA,50,70,NA,50,45,Pitcher,"5' 11""",150,SP
Joseph Ortiz,81,SS,Position,BAL,24,40,50,R,R,50,40,40,60,60,55,NA,NA,NA,NA,NA,Position,"5' 11""",175,MI
Josh Breaux,NA,C,Catcher,NYY,25,50,70,R,R,40,60,70,30,40,60,NA,NA,NA,NA,NA,Position,"6' 1""",220,C
Josh Dye,NA,MIRP,Pitcher,KCR,26,70,50,L,L,NA,NA,NA,NA,NA,NA,30,60,NA,60,60,Pitcher,"6' 5""",180,RP
Josh Gessner,NA,MIRP,Pitcher,TEX,22,50,60,R,R,NA,NA,NA,NA,NA,NA,40,60,NA,NA,50,Pitcher,"6' 1""",205,RP
Josh Jung,15,3B,Position,TEX,24,60,60,R,R,60,60,60,40,60,60,NA,NA,NA,NA,NA,Position,"6' 2""",215,CI
Josh Kasevich,NA,3B,Position,TOR,21,60,60,R,R,70,40,40,40,60,45,NA,NA,NA,NA,NA,Position,"6' 2""",200,CI
Josh Roberson,NA,SIRP,Pitcher,TBR,26,60,50,R,R,NA,NA,NA,NA,NA,NA,60,60,NA,50,45,Pitcher,"6' 3""",175,RP
Josh White,NA,MIRP,Pitcher,MIA,21,50,60,R,R,NA,NA,NA,NA,NA,NA,60,60,50,40,40,Pitcher,"6' 1""",205,RP
Josh Wolf,NA,MIRP,Pitcher,CLE,22,60,50,R,R,NA,NA,NA,NA,NA,NA,60,60,NA,50,45,Pitcher,"6' 2""",175,RP
Joshua Baez,NA,RF,Position,STL,19,60,60,R,R,40,60,70,40,50,55,NA,NA,NA,NA,NA,Position,"6' 3""",210,OF
Joshua Mears,NA,LF,Position,SDP,21,60,70,R,R,30,60,70,40,50,55,NA,NA,NA,NA,NA,Position,"6' 3""",235,OF
JP Massey,NA,SP,Pitcher,PIT,22,70,60,R,R,NA,NA,NA,NA,NA,NA,50,NA,60,50,55,Pitcher,"6' 5""",210,SP
JR Ritchie,NA,SP,Pitcher,ATL,19,60,50,R,R,NA,NA,NA,NA,NA,NA,60,NA,60,50,50,Pitcher,"6' 2""",185,SP
Juan Alonso,NA,CF,Position,LAD,18,50,50,R,R,50,50,50,50,50,55,NA,NA,NA,NA,NA,Position,"6' 0""",185,OF
Juan Brito,NA,2B,Position,COL,21,40,40,S,R,60,40,50,40,40,40,NA,NA,NA,NA,NA,Position,"5' 11""",162,MI
Juan Chacon,NA,CF,Position,BOS,19,60,40,R,R,50,50,50,60,60,55,NA,NA,NA,NA,NA,Position,"6' 2""",170,OF
Juan Corniel,NA,SS,Position,ARI,20,50,40,S,R,40,40,50,60,60,55,NA,NA,NA,NA,NA,Position,"6' 1""",155,MI
Juan Daniel Encarnacion,NA,SP,Pitcher,BOS,21,60,40,R,R,NA,NA,NA,NA,NA,NA,50,60,NA,50,45,Pitcher,"6' 2""",173,SP
Juan Guerrero,NA,LF,Position,COL,21,50,40,R,R,60,40,50,40,50,50,NA,NA,NA,NA,NA,Position,"6' 1""",165,OF
